/home/workspace/my_data/IMG/center_2019_09_20_06_26_16_778.jpg,/home/workspace/my_data/IMG/left_2019_09_20_06_26_16_778.jpg,/home/workspace/my_data/IMG/right_2019_09_20_06_26_16_778.jpg,0,0,0,3.303947E-06
/home/workspace/my_data/IMG/center_2019_09_20_06_26_16_851.jpg,/home/workspace/my_data/IMG/left_2019_09_20_06_26_16_851.jpg,/home/workspace/my_data/IMG/right_2019_09_20_06_26_16_851.jpg,0,0,0,2.70571E-06
/home/workspace/my_data/IMG/center_2019_09_20_06_26_16_920.jpg,/home/workspace/my_data/IMG/left_2019_09_20_06_26_16_920.jpg,/home/workspace/my_data/IMG/right_2019_09_20_06_26_16_920.jpg,0,0,0,1.843004E-06
/home/workspace/my_data/IMG/center_2019_09_20_06_26_16_993.jpg,/home/workspace/my_data/IMG/left_2019_09_20_06_26_16_993.jpg,/home/workspace/my_data/IMG/right_2019_09_20_06_26_16_993.jpg,0,0,0,4.546636E-07
/home/workspace/my_data/IMG/center_2019_09_20_06_26_17_061.jpg,/home/workspace/my_data/IMG/left_2019_09_20_06_26_17_061.jpg,/home/workspace/my_data/IMG/right_2019_09_20_06_26_17_061.jpg,0,0,0,4.837664E-07
/home/workspace/my_data/IMG/center_2019_09_20_06_26_17_130.jpg,/home/workspace/my_data/IMG/left_2019_09_20_06_26_17_130.jpg,/home/workspace/my_data/IMG/right_2019_09_20_06_26_17_130.jpg,0,0,0,2.77232E-07
/home/workspace/my_data/IMG/center_2019_09_20_06_26_17_200.jpg,/home/workspace/my_data/IMG/left_2019_09_20_06_26_17_200.jpg,/home/workspace/my_data/IMG/right_2019_09_20_06_26_17_200.jpg,0,0,0,4.32051E-07
/home/workspace/my_data/IMG/center_2019_09_20_06_26_17_274.jpg,/home/workspace/my_data/IMG/left_2019_09_20_06_26_17_274.jpg,/home/workspace/my_data/IMG/right_2019_09_20_06_26_17_274.jpg,0,0,0,1.060009E-06
/home/workspace/my_data/IMG/center_2019_09_20_06_26_17_342.jpg,/home/workspace/my_data/IMG/left_2019_09_20_06_26_17_342.jpg,/home/workspace/my_data/IMG/right_2019_09_20_06_26_17_342.jpg,0,0,0,1.3375E-06
/home/workspace/my_data/IMG/center_2019_09_20_06_26_17_412.jpg,/home/workspace/my_data/IMG/left_2019_09_20_06_26_17_412.jpg,/home/workspace/my_data/IMG/right_2019_09_20_06_26_17_412.jpg,0,0,0,7.143764E-07
